"id","garbage_name","type"
"1159","腊肉炒蒜苗","3"
"1160","腊鱼","3"
"1161","烟熏肌肉","3"
"1162","烟熏鸡肉","3"
"1163","烟熏鸭肉","3"
"1164","烟熏猪肝","3"
"1165","炒猪肝","3"
"1166","刷羊肉","3"
"1167","炒肝","3"
"1168","豆汁","3"
"1169","烧麦","3"
"1170","小窝头","3"
"1171","萨奇马","3"
"1172","打卤面","3"
"1173","豌豆黄","3"
"1174","桂花陈酒","3"
"1175","六必居酱菜","3"
"1176","浦东鸡","3"
"1177","盐水火腿","3"
"1178","熏火腿","3"
"1179","猪肉灌肠","3"
"1180","蜜饯","3"
"1181","五香豆","3"
"1182","鸡肉灌包","3"
"1183","灌汤包","3"
"1184","鸡鸭血汤","3"
"1185","油炸臭干子","3"
"1186","狗不理包子","3"
"1187","紫蟹","3"
"1188","锅巴菜","3"
"1189","煎饼果子","3"
"1190","手抓饼","3"
"1191","担担面","3"
"1192","龙抄手","3"
"1193","熨斗糕","3"
"1194","荷叶软饼","3"
"1195","萝卜丝饼","3"
"1196","丝娃娃","3"
"1197","凤尾酥","3"
"1198","金鱼饺","3"
"1199","玉兔饼","3"
"1200","玲珑鱼脆羹","3"
"1201","三色凉糕","3"
"1202","板鸭","3"
"1203","豆瓣酱","3"
"1204","炒田螺","3"
"1205","烧鹅","3"
"1206","叉烧包","3"
"1207","烤乳猪","3"
"1208","武昌鱼","3"
"1209","棉花糖","3"
"1210","猫耳朵","3"
"1211","油渣","3"
"1212","松鼠桂鱼","3"
"1213","电动卷发棒","1"
"1214","百叶窗","1"
"1215","蛋花","3"
"1216","摩卡","3"
"1217","暖风机","1"
"1218","浴霸","1"
"1219","奶糖","3"
"1220","抹茶","3"
"1221","椰蓉","3"
"1222","可可","3"
"1223","蛋筒","3"
"1224","糖豆","3"
"1225","松露","3"
"1226","粉果","3"
"1227","泡芙","3"
"1228","冰沙","3"
"1229","慕斯","3"
"1230","奶昔","3"
"1231","曲奇","3"
"1232","羊羹","3"
"1233","刨冰","3"
"1234","草饼","3"
"1235","薏苡仁","3"
"1236","黄豆芽","3"
"1237","绿豆芽","3"
"1238","淡豆豉","3"
"1239","麦芽","3"
"1240","苋菜","3"
"1241","莼菜","3"
"1242","儿菜","3"
"1243","大头菜","3"
"1244","甜菜","3"
"1245","慈姑","3"
"1246","马兰头","3"
"1247","马齿苋","3"
"1248","折耳根","3"
"1249","鱼腥草","3"
"1250","枸杞头","3"
"1251","青萝卜","3"
"1252","葫芦","3"
"1253","葛根","3"
"1254","葛根粉","3"
"1255","藕粉","3"
"1256","黑鱼","3"
"1257","蚌","3"
"1258","河蚬","3"
"1259","牛乳","3"
"1260","发菜","3"
"1261","罗汉果","3"
"1262","橙子","3"
"1263","胖大海","3"
"1264","余甘子","3"
"1265","栀子","3"
"1266","薄荷","3"
"1267","淡竹叶","3"
"1268","鲜芦根","3"
"1269","桑叶","3"
"1270","蚕蛹","3"
"1271","蚕丝","1"
"1272","梗米","3"
"1273","黑大豆","3"
"1274","白扁豆","3"
"1275","豆腐浆","3"
"1276","豆腐皮","3"
"1277","大豆黄卷","3"
"1278","卷心菜","3"
"1279","蓬篙菜","3"
"1280","塌棵菜","3"
"1281","西洋菜","3"
"1282","清明菜","3"
"1283","北瓜","3"
"1284","芋艿","3"
"1285","芡实","3"
"1286","猴头菇","3"
"1287","蒲公英","3"
"1288","蚕豆","3"
"1289","甘薯","3"
"1290","豇豆","3"
"1291","猪心","3"
"1292","牛肚","3"
"1293","千层肚","3"
"1294","鹅肉","3"
"1295","鹌鹑肉","3"
"1296","鸽肉","3"
"1297","鹅蛋","3"
"1298","鸽蛋","3"
"1299","青鱼","3"
"1300","刀鱼","3"
"1301","鲟鱼","3"
"1302","鲥鱼","3"
"1303","鳗鲡","3"
"1304","鳗鱼","3"
"1305","白鱼","3"
"1306","银鱼","3"
"1307","黄鱼","3"
"1308","臭鳜鱼","3"
"1309","鳜鱼","3"
"1310","鳐鱼","3"
"1311","鲨鱼","3"
"1312","橡皮鱼","3"
"1313","橘仁","3"
"1314","欧包","3"
"1315","梅子","3"
"1316","棱角","3"
"1317","葵花子","3"
"1318","枣仁","3"
"1319","桃仁","3"
"1320","郁季仁","3"
"1321","火麻仁","3"
"1322","刺梨","3"
"1323","茯苓","3"
"1324","代代花","3"
"1325","荷叶","3"
"1326","莲蓬","3"
"1327","鸡内金","3"
"1328","豆油","3"
"1329","香椿头","3"
"1330","牛骨髓","3"
"1331","羊肚包","3"
"1332","羊脑","3"
"1333","麻雀肉","3"
"1334","鳊鱼","3"
"1335","鳟鱼","3"
"1336","带鱼","3"
"1337","黄鳝","3"
"1338","泥鳅","3"
"1339","淡彩","3"
"1340","淡菜","3"
"1341","佛手","3"
"1342","松子","2"
"1343","夏威夷果","2"
"1344","巴旦木","3"
"1345","桂花","3"
"1346","丁香","3"
"1347","砂仁","3"
"1348","黄酒","3"
"1349","红花","3"
"1350","肉豆蔻","3"
"1351","紫苏","3"
"1353","藿香","3"
"1354","美式芝士饼","3"
"1355","德式蜂巢蛋糕","3"
"1356","牛轧饼","3"
"1357","脆皮朱古力蛋糕","3"
"1358","榛子薄脆百香果蛋糕","3"
"1359","椰青菜糕","3"
"1360","浓味朱古力杯","3"
"1361","芒果布甸","3"
"1363","朱古力布朗尼","3"
"1364","香蕉杏仁饼","3"
"1365","核桃挞","3"
"1366","忌廉巴夫","3"
"1367","姜味香芒蛋糕","3"
"1368","脆皮朱古力忌廉蛋糕","3"
"1369","核桃拿破伦蛋糕","3"
"1370","德式芝士饼","3"
"1371","纽约芝士饼","3"
"1372","酸奶布甸","3"
"1373","云石芝士蛋糕","3"
"1374","白桃软心草莓蛋糕","3"
"1375","传统拿破仑饼","3"
"1376","白森林蛋糕","3"
"1377","吉士蓝莓朱古力饼","3"
"1378","栗子忌廉饼","3"
"1379","栗子朱古力饼","3"
"1380","草莓朱古力千层饼","3"
"1381","乳酪红心橘子甘笋饼","3"
"1382","蓝莓杏仁牛油饼","3"
"1383","德国奶油香橙饼","3"
"1384","芒果芝士饼","3"
"1385","百香果黄杏芝士饼","3"
"1386","局草莓软心杏仁饼","3"
"1387","吉士蛋布甸","3"
"1388","法式炖蛋","3"
"1389","鲜果者厘杯","3"
"1390","玉桂香蕉朱古力忌廉饼","3"
"1391","浓咖啡朱古力忌廉饼","3"
"1392","浓香椰子蛋糕","3"
"1393","朱古力沙架","3"
"1394","法式芝士饼","3"
"1395","泰式红豆糕","3"
"1396","泰式绿豆糕","3"
"1397","泰式榴莲西米糕","3"
"1398","泰式芭兰西米糕","3"
"1399","红酒芝士饼","3"
"1400","泰式南瓜吉士蛋","3"
"1401","泰式黑米糕","3"
"1402","椰皇黑米糕","3"
"1403","印尼布甸","3"
"1404","椰汁西米布甸","3"
"1405","泰式椰汁粟米糕","3"
"1406","饭团","3"
"1407","咸鸭蛋","3"
"1408","油饭","3"
"1409","卤肉饭","3"
"1410","糯米饭","3"
"1411","蛋炒饭","3"
"1412","地瓜粥","3"
"1413","红豆粥","3"
"1414","绿豆粥","3"
"1415","长寿桃","3"
"1416","芝麻球","3"
"1417","糖油粑粑","3"
"1418","糖不甩","3"
"1419","糖葫芦","3"
"1420","冰糖草莓","3"
"1421","绵绵冰","3"
"1422","麦角冰","3"
"1423","地瓜冰","3"
"1424","红豆牛奶冰","3"
"1425","八宝冰","3"
"1426","豆花","3"
"1427","甘蔗汁","3"
"1428","酸梅汁","3"
"1429","杨桃汁","3"
"1430","羽衣甘蓝","3"
"1431","浴霸灯","4"
"1432","大白兔奶糖","3"
"1433","糖葫芦棍","2"
"1434","糖和藕粉","3"
"1435","蚌壳","2"
"1436","薄荷叶","3"
"1437","芡实糕","3"
"1438","蚕豆壳","3"
"1439","葵花子壳","3"
"1440","桂花糕","3"
"1441","公丁香","3"
"1442","饮料瓶","1"
"1443","果冻","3"
"1444","水果糖","3"
"1445","话李","3"
"1446","干脆面","3"
"1447","泡泡糖","2"
"1448","葵花","3"
"1449","烤鱿鱼片","3"
"1450","香辣鳗鱼丝","3"
"1451","香辣鱿鱼丝","3"
"1452","香辣鱿鱼块","3"
"1453","碳烤鱿鱼丝","3"
"1454","香辣小银鱼","3"
"1455","香辣红娘鱼","3"
"1456","碳烤鱿鱼仔","3"
"1457","泡椒鱿鱼须","3"
"1458","碳烤鱿鱼足","3"
"1459","蜜汁猪肉脯","3"
"1460","麻辣猪肉脯","3"
"1461","麻辣牛肉","3"
"1462","牛肉丝","3"
"1463","猪肉丝","3"
"1464","xo牛肉粒","3"
"1465","QQ肠","3"
"1466","秘制牛肉棒","3"
"1467","香辣猪脆骨","3"
"1468","香辣牛板筋","3"
"1469","榴莲干","3"
"1470","杨梅干","3"
"1471","菠萝蜜","3"
"1472","菠萝蜜干","3"
"1473","玉米粒","3"
"1474","红枣片","3"
"1475","金桔干","3"
"1476","紫薯干","3"
"1477","猕猴桃干","3"
"1478","无花果干","3"
"1479","草莓冻干","3"
"1480","草莓蜜饯","3"
"1481","柠檬蜜饯","3"
"1482","秋葵干","3"
"1483","菠萝圈","3"
"1484","香芋干","3"
"1485","蔬菜干","3"
"1486","水果冻干","3"
"1487","海苔都","3"
"1488","海苔豆","3"
"1489","盐津葡萄干","3"
"1490","榴莲条冻干","3"
"1491","藕片","3"
"1492","蔓越莓沙琪玛","3"
"1493","蔓越莓曲奇饼干","3"
"1494","黄金肉松条","3"
"1495","印尼威化饼干","3"
"1496","椰丝米糕","3"
"1497","椰蓉球","3"
"1498","椰子酥","3"
"1499","椰子片","3"
"1500","蓝莓奶酪片","3"
"1501","奶酪玉米棒","3"
"1502","豆腐干","3"
"1503","甜甜圈","3"
"1504","冰淇淋饼干","3"
"1505","冰淇淋蛋糕","3"
"1506","可比克","3"
"1507","妙脆角","3"
"1508","雪丽糍","3"
"1509","芝士条","3"
"1510","好丽友","3"
"1511","好多鱼","3"
"1512","鲜虾片","3"
"1513","粟米条","3"
"1514","荷兰豆","3"
"1515","玉米花","3"
"1516","烧贝壳","3"
"1517","铜锣烧","3"
"1518","蛋黄卷","3"
"1519","卷卷芯","3"
"1520","紫罗兰","3"
"1521","细叶菊","3"
"1522","白蓝菊","3"
"1523","羽叶薰衣草","3"
"1524","鸢尾草","3"
"1525","欧洲银莲花","3"
"1526","翠芦莉","3"
"1527","勋章菊","3"
"1528","三色苋","3"
"1529","繁星花","3"
"1530","龙面花","3"
"1531","蜡菊","3"
"1532","齿叶薰衣草","3"
"1533","五色菊","3"
"1534","滨菊","3"
"1535","花环菊","3"
"1536","向日葵","3"
"1537","烟草","3"
"1538","点地梅","3"
"1539","梅花","3"
"1540","金光菊","3"
"1541","金凤花","3"
"1542","黄鸟赫焦","3"
"1543","垂花火鸟蕉","3"
"1544","金叶拟美花","3"
"1545","矮粟葵","3"
"1546","宝盖草","3"
"1547","剪秋罗","3"
"1548","薰衣草","3"
"1549","鼠尾草","3"
"1550","天人菊","3"
"1551","永胜菊","3"
"1552","银莲花","3"
"1553","鸡冠花","3"
"1554","蚂蚁花","3"
"1555","百子莲","3"
"1556","彩叶草","3"
"1557","星果草","3"
"1558","美人樱","3"
"1559","长寿花","3"
"1560","心叶假面花","3"
"1561","皇帝菊","3"
"1562","芙容葵","3"
"1563","芙蓉葵","3"
"1564","白晶菊","3"
"1565","百可花","3"
"1566","醉蝶花","3"
"1567","鸟尾花","3"
"1568","芝麻花","3"
"1569","银边翠","3"
"1570","香雪球","3"
"1571","香豌豆","3"
"1572","乳茄","3"
"1573","千里光","3"
"1574","紫背草","3"
"1575","咸丰草","3"
"1576","串叶松香草","3"
"1577","益母草","3"
"1578","五角花","3"
"1579","丑角花","3"
"1580","海角樱草","3"
"1581","地椒","3"
"1582","康乃馨","3"
"1583","紫芳草","3"
"1584","阿里山龙胆","3"
"1585","毛蕊花","3"
"1586","天蓬草","3"
"1587","千鸟草","3"
"1588","附子草","3"
"1589","蓝目菊","3"
"1590","乌头","3"
"1591","龙葵草","3"
"1592","四季报春","3"
"1593","假报春","3"
"1594","报春花","3"
"1595","钓钟柳","3"
"1596","千日红","3"
"1597","猫草花","3"
"1598","彼岸花","3"
"1599","柳兰","3"
"1600","黑心菊","3"
"1601","六出花","3"
"1602","罂粟","3"
"1603","罂粟葵","3"
"1604","含羞草","3"
"1605","琉璃苣","3"
"1606","川赤芍","3"
"1607","太阳花","3"
"1608","桔梗","3"
"1609","水苋菜","3"
"1610","节节菜","3"
"1611","姜花","3"
"1612","矮雪轮花","3"
"1613","金鱼草","3"
"1614","圆叶风铃草","3"
"1615","蛾蝶花","3"
"1616","蝶恋花","3"
"1617","吊钟柳","3"
"1618","飞燕草","3"
"1619","猴面花","3"
"1620","紫竹梅","3"
"1621","矮牵牛","3"
"1622","牵牛花","3"
"1623","流星花","3"
"1624","黄蜀葵","3"
"1625","筋骨草","3"
"1626","黄金菊","3"
"1627","凤仙花","3"
"1628","金水凤","3"
"1629","蓝盆花","3"
"1630","紫堇","3"
"1631","玫瑰","3"
"1632","夏枯草","3"
"1633","时钟花","3"
"1634","毛地黄","3"
"1635","荷苞花","3"
"1636","贝壳花","3"
"1637","高雪伦","3"
"1638","高雪轮","3"
"1639","邹菊","3"
"1640","姬金鱼草","3"
"1641","大花飞燕草","3"
"1642","菠萝菊","3"
"1643","桂竹香","3"
"1644","万寿菊","3"
"1645","一串红","3"
"1646","百日草","3"
"1647","旱金莲","3"
"1648","孔雀草","3"
"1649","金鸡菊","3"
"1650","麦仙翁","3"
"1651","花菖蒲","3"
"1652","唐菖蒲","3"
"1653","满天星","3"
"1654","雁来红","3"
"1655","麦秆菊","3"
"1656","日光菊","3"
"1657","硫化菊","3"
"1658","硫华菊","3"
"1659","金盏菊","3"
"1660","花菱草","3"
"1661","香青兰","3"
"1662","虞美人","3"
"1663","紫茉莉","3"
"1664","紫罗勒","3"
"1665","寒金莲","3"
"1666","风铃草","3"
"1667","五色辣椒","3"
"1668","尾穗苋","3"
"1669","桂圆菊","3"
"1670","三月花葵","3"
"1671","马薄荷","3"
"1672","蛇目菊","3"
"1673","涩荠","3"
"1674","轮峰菊","3"
"1675","藿香蓟","3"
"1676","小丽花","3"
"1677","香豌豆花","3"
"1678","蓝玫瑰","3"
"1679","白玫瑰","3"
"1680","法兰西玫瑰","3"
"1681","送春花","3"
"1682","贡菊","3"
"1683","雁来黄","3"
"1684","黑种草","3"
"1685","波斯菊","3"
"1686","大花美人禁","3"
"1687","大花美人襟","3"
"1688","假龙头花(植物)","3"
"1689","蒲包花","3"
"1690","红花鼠尾草","3"
"1691","崧蓝","3"
"1692","石竹","3"
"1693","翠菊","3"
"1694","七里黄","3"
"1695","洋桔梗","3"
"1696","三叶草","3"
"1697","异果菊","3"
"1698","黄晶菊","3"
"1699","勿忘我","3"
"1700","网球花","3"
"1701","瓜叶菊","3"
"1702","油菜花","3"
"1703","吊兰","3"
"1704","珍珠菜","3"
"1705","吉祥草","3"
"1706","银春花","3"
"1707","迎春花","3"
"1708","红花蕉","3"
"1709","一品红","3"
"1710","留兰草","3"
"1711","大丽花","3"
"1712","锦葵","3"
"1713","琼花","3"
"1714","岩桐","3"
"1715","紫苑","3"
"1716","岩白菜","3"
"1717","海芋","3"
"1718","喜荫花","3"
"1719","晚香玉","3"
"1720","紫露草","3"
"1721","琉璃草","3"
"1722","蓝姜","3"
"1723","紫娇花","3"
"1724","朱顶红","3"
"1725","鲁冰花","3"
"1726","银香菊","3"
"1727","露子花","3"
"1728","石蒜","3"
"1729","茉莉","3"
"1730","商陆","3"
"1731","蝎尾蕉","3"
"1732","天竺葵","3"
"1733","迷迭香","3"
"1734","蛇鞭菊","3"
"1735","红雀珊瑚","3"
"1736","袋鼠花","3"
"1737","佛甲草","3"
"1738","单药花","3"
"1739","凤仙","3"
"1740","蓝亚麻","3"
"1741","滴水观音","3"
"1742","香水月季","3"
"1743","角蒿","3"
"1744","大葱花","3"
"1745","四季海棠","3"
"1746","球根海棠","3"
"1747","非洲菊","3"
"1748","百脉根","3"
"1749","芦苇花","3"
"1750","半枝莲","3"
"1751","洋凤仙","3"
"1752","黄韭兰","3"
"1753","豆蔻","3"
"1754","秋海棠","3"
"1755","龙芽草","3"
"1756","白鹤芋","3"
"1757","郁金香","3"
"1758","百合花","3"
"1759","文珠兰","3"
"1760","雪花莲","3"
"1761","韭莲","3"
"1762","番红花","3"
"1763","洋水仙","3"
"1764","水仙花","3"
"1765","葱莲","3"
"1766","黄水仙","3"
"1767","紫苏草","3"
"1768","水金英","3"
"1769","向日葵花束","3"
"1771","卜芥","3"
"1772","儿茶","3"
"1773","刀豆","3"
"1774","三七","3"
"1775","三棱","3"
"1776","干姜","3"
"1777","广白","3"
"1778","广角镜头","1"
"1779","广丹","3"
"1780","大枣","3"
"1781","大戟","3"
"1782","大蓟","3"
"1783","小蓟","3"
"1784","山丹","3"
"1785","山茶","3"
"1786","山奈","3"
"1787","山香","3"
"1788","山枣","3"
"1789","山栀","3"
"1790","鞋","1"
"1791","包","1"
"1792","山姜","3"
"1793","川军","3"
"1794","川连","3"
"1795","川朴","3"
"1796","川乌","3"
"1797","川谷","3"
"1798","川椒","3"
"1799","川贝","3"
"1800","马兰","3"
"1801","马辛","3"
"1802","马菜","3"
"1803","马莲","3"
"1804","马宝","3"
"1805","马勃","3"
"1806","天冬","3"
"1807","天虫","3"
"1808","天龙","3"
"1809","天雄","3"
"1810","元胡","3"
"1811","元参","3"
"1812","木莲","3"
"1813","木香","3"
"1814","木通","3"
"1815","木豆","3"
"1816","木笔","3"
"1817","木蓝","3"
"1818","牙皂","3"
"1819","瓦松","3"
"1820","瓦伟","3"
"1821","贝子","3"
"1822","贝母","3"
"1823","牛至","3"
"1824","牛黄","3"
"1825","牛膝","3"
"1826","手参","3"
"1827","毛鸡","3"
"1828","毛姜","3"
"1829","升麻","3"
"1830","丹砂","3"
"1831","贝齿","3"
"1832","丹皮","3"
"1833","乌梅","3"
"1834","方海","3"
"1835","六曲","3"
"1836","文元","3"
"1837","仁杞","3"
"1838","双花","3"
"1840","水萍","3"
"1841","水韭","3"
"1842","水蛭","3"
"1843","巴豆","3"
"1844","玉桂","3"
"1845","玉竹","3"
"1846","玉金","3"
"1847","甘松","3"
"1848","甘草","3"
"1849","艾叶","3"
"1850","艾片","3"
"1851","艾蒿","3"
"1852","石耳","3"
"1853","石灰","2"
"1854","石膏","2"
"1855","石燕","3"
"1856","石蜜","3"
"1857","龙胆","3"
"1858","归尾","3"
"1859","田螺","3"
"1860","仙茅","3"
"1861","片苓","3"
"1862","白芍","3"
"1863","白矾","3"
"1864","白果","3"
"1865","白苏","3"
"1866","白苏半夏","3"
"1867","半夏","3"
"1868","地龙","3"
"1869","地黄","3"
"1870","列当","3"
"1871","杂志","1"
"1872","漫画书","1"
"1873","小说书","1"
"1874","语文书","1"
"1875","数学书","1"
"1876","英语书","1"
"1877","历史书","1"
"1878","政治书","1"
"1879","化学书","1"
"1880","物理书","1"
"1881","生物书","1"
"1882","地理书","1"
"1883","儿童绘本","1"
"1884","三国演义","1"
"1885","后楼梦","1"
"1886","西游记","1"
"1887","水浒传","1"
"1888","图书","1"
"1889","包装纸","1"
"1890","A3纸","1"
"1891","纸盒","1"
"1892","帆布袋","1"
"1893","餐具","1"
"1894","塑料玩具","1"
"1895","洗发液","2"
"1896","洗发液瓶","1"
"1898","洗手液瓶","1"
"1899","洗衣液瓶","1"
"1901","洗洁精瓶","1"
"1902","玻璃饮料瓶","1"
"1903","玻璃酒瓶","1"
"1904","啤酒瓶","1"
"1905","红酒瓶","1"
"1906","江小白酒瓶","1"
"1907","牛栏山酒瓶","1"
"1908","镜片","2"
"1909","漂白布","1"
"1910","麻纱","1"
"1911","罗缎","1"
"1912","斜布","1"
"1913","牛仔布","1"
"1914","华达呢","1"
"1915","贡缎","1"
"1916","灯芯绒","1"
"1917","绒布","1"
"1918","提心布","1"
"1919","网眼布","1"
"1920","亚麻布","1"
"1921","麻布","1"
"1922","凡立丁","1"
"1923","舍味尼","1"
"1924","女衣尼","1"
"1925","芯呢","3"
"1926","法兰绒","1"
"1927","麦尔登","1"
"1928","海军呢","1"
"1929","粗花呢","1"
"1930","长毛呢绒","1"
"1931","电力纺","1"
"1932","富春纺","3"
"1933","尼龙纺","1"
"1934","华春纺","1"
"1935","塔夫绸","1"
"1936","双宫绸","1"
"1937","软绸","1"
"1938","软缎","1"
"1939","库缎","1"
"1940","金雕缎","3"
"1941","蜀锦","1"
"1942","云锦","1"
"1943","宋锦","3"
"1944","直罗","1"
"1945","横罗","1"
"1946","花纱","1"
"1947","素纱","1"
"1948","乔其纱","1"
"1949","美丽绸","1"
"1950","真丝","1"
"1951","四季呢","1"
"1952","丝绒","1"
"1953","金丝绒","1"
"1954","立绒","1"
"1955","绵绸","1"
"1956","绢丝纺","1"
"1957","礼碟","1"
"1958","红酒杯","1"
"1959","公筷","1"
"1960","瓷器","2"
"1961","玻璃器具","1"
"1962","骨碟","1"
"1963","小酒杯","1"
"1964","酒柜","1"
"1965","翅碗","1"
"1966","分酒器","1"
"1967","席位垫","1"
"1968","瓷勺","2"
"1969","带柄水杯","1"
"1970","酒水车","1"
"1971","毛巾碟","1"
"1972","大肚水杯","1"
"1973","筷架","1"
"1974","醒酒瓶","1"
"1975","电饭煲","1"
"1976","烟缸碟","1"
"1977","烟缸","1"
"1978","醒酒器","1"
"1979","用具","1"
"1980","洗手台","2"
"1981","大白瓷勺","1"
"1982","马桶","1"
"1983","钢器","1"
"1984","转盘","1"
"1985","备餐台","1"
"1986","钢勺","1"
"1987","备餐柜","1"
"1988","钢叉","1"
"1989","小茶几","1"
"1990","木瓜勺","2"
"1991","壁画","1"
"1992","分菜夹","1"
"1993","吊灯","1"
"1994","毛巾夹","1"
"1995","衣架","1"
"1997","冰夹","1"
"1998","托盘","1"
"1999","拖盘","1"
"2000","射灯","1"
"2001","冰桶","1"
"2002","暖水瓶","1"
"2003","果盘","1"
"2004","钢漏勺","1"
"2005","水果叉","1"
"2006","豉油架","1"
"2007","餐刀","1"
"2008","餐叉","1"
"2009","餐勺","1"
"2010","中刀","1"
"2012","大茶勺","1"
"2013","中茶勺","1"
"2014","冰茶勺","1"
"2015","茶勺","1"
"2016","咖啡勺","1"
"2017","莫卡勺","1"
"2018","牛肉汤勺","1"
"2020","公用叉","1"
"2021","公用勺","1"
"2022","沙拉叉","3"
"2023","沙拉勺","1"
"2024","黄油刀","1"
"2025","冷肉刀","1"
"2026","冷肉叉","1"
"2027","汤勺","2"
"2029","糖夹","1"
"2030","牛排刀","1"
"2031","餐柜","1"
"2032","大圆桌","1"
"2033","圆桌板凳","1"
"2034","小推车","1"
"2035","豆浆机","1"
"2036","抽油烟机","1"
"2037","面板","1"
"2038","菜板","1"
"2039","篓筐","1"
"2040","菜篮子","1"
"2041","馒头墩","1"
"2042","小铁碗","1"
"2043","蒸箱","1"
"2044","肠粉机","1"
"2045","双眼煤气灶","1"
"2046","12层蒸饭机","1"
"2047","双门消毒柜","1"
"2048","电磁炉","1"
"2049","冰柜","1"
"2050","调料缸","1"
"2051","油缸","1"
"2052","钢漏","1"
"2053","丝漏","1"
"2054","烟罩","1"
"2056","茭头","3"
"2057","小葱","3"
"2058","蒜头","3"
"2059","荠荠菜","3"
"2060","香芋","3"
"2061","牛蒡","3"
"2062","东瓜","3"
"2063","叶添菜","3"
"2064","杷添菜","3"
"2065","芥蓝","3"
"2066","菜苔","3"
"2067","芜菁甘蓝","3"
"2068","大白菜","3"
"2069","结球甘蓝","3"
"2070","花菜","3"
"2071","抱子甘蓝","3"
"2072","青花菜","3"
"2073","球茎甘蓝","3"
"2074","叶用介菜","3"
"2075","茎用介菜","3"
"2076","茼蒿","3"
"2077","长辣椒","3"
"2078","青椒","3"
"2079","苦苣","3"
"2080","香菜","3"
"2081","笋瓜","3"
"2082","丝瓜","3"
"2083","朝鲜蓟","3"
"2084","红萝卜","3"
"2085","淮山药","3"
"2087","莩荠","3"
"2088","小茴香","3"
"2090","金针菜","3"
"2091","菊芋","3"
"2092","猴头蘑","3"
"2093","薤菜","3"
"2094","青笋","3"
"2096","结球莴苣","3"
"2097","皱叶窝笋","3"
"2098","瓠瓜","3"
"2099","冬寒菜","3"
"2100","豆薯","3"
"2101","毛竹笋","3"
"2102","扁豆","3"
"2103","葛","3"
"2104","箩卜","3"
"2106","食用大黄","3"
"2107","慈菇","3"
"2108","草石蚕","3"
"2109","白木耳","3"
"2110","蛇瓜","3"
"2111","虹豆","3"
"2112","草菇","3"
"2113","芹菜","3"
"2114","蒜苗","3"
"2115","韭菜","3"
"2116","西芹","3"
"2117","南瓜","3"
"2118","冬瓜","3"
"2119","蒜苔","3"
"2120","包菜","3"
"2121","韭黄","3"
"2122","水芹","3"
"2123","苦菊","3"
"2124","冲菜","3"
"2125","芥兰","3"
"2126","荠菜","3"
"2127","纯菜","3"
"2128","米苋","3"
"2129","芜萎","3"
"2130","油菜","3"
"2131","辣根","3"
"2132","洋姜","3"
"2133","蒜墓","3"
"2134","魔芋","3"
"2135","十豆","3"
"2136","红薯","3"
"2137","凉薯","3"
"2138","地瘤","3"
"2139","芦笋","3"
"2140","竹笋","3"
"2141","菜椒","3"
"2142","尖椒","3"
"2143","甜椒","3"
"2144","苦瓜","3"
"2145","乳瓜","3"
"2146","胡瓜","3"
"2147","芸豆","3"
"2148","架豆","3"
"2149","青豆","3"
"2150","毛豆","3"
"2151","蛇豆","3"
"2152","菜豆","3"
"2153","眉豆","3"
"2154","地耳","3"
"2155","口蘑","3"
"2156","竹荪","3"
"2157","小平菇","3"
"2158","紫包菜","3"
"2159","杏鲍菇","3"
"2160","青辣椒","3"
"2161","小青菜","3"
"2162","紫甘蓝","3"
"2163","韭菜花","3"
