"id","garbage_name","type"
"4145","防水涂料","4"
"4146","木器漆","4"
"4147","墙面漆","4"
"4148","地板蜡","4"
"4149","家具抛光剂","4"
"4150","溶剂桶","4"
"4151","填缝剂","4"
"4152","原子灰","4"
"4153","自喷漆","4"
"4154","去光水","4"
"4155","脱漆剂","4"
"4156","固化剂","4"
"4170","杀虫喷雾","4"
"4171","杀虫剂罐","4"
"4172","蚊香液","4"
"4173","电蚊香片","4"
"4174","蟑螂药","4"
"4175","老鼠药","4"
"4176","杀鼠剂","4"
"4177","农药瓶","4"
"4178","除草剂","4"
"4179","杀菌剂","4"
"4180","樟脑丸","4"
"4181","防蛀片","4"
"4182","虱子粉","4"
"4183","白蚁药","4"
"4184","跳蚤粉","4"
"4185","蜗牛诱杀剂","4"
"4186","园艺农药","4"
"4187","敌敌畏瓶","4"
"4188","百草枯瓶","4"
"4189","杀虫粉","4"
"4190","蟑螂屋(含药)","4"
"4191","蚂蚁药","4"
"4200","指甲油","4"
"4201","洗甲水","4"
"4202","卸妆油(含化学成分)","4"
"4203","染发剂","4"
"4204","染发膏","4"
"4205","烫发剂","4"
"4206","脱毛膏","4"
"4207","发胶罐","4"
"4208","摩丝瓶","4"
"4209","指甲油瓶","4"
"4210","香水瓶(含残留)","4"
"4211","废弃化妆水","4"
"4212","废弃乳液","4"
"4213","废弃精华液","4"
"4214","废弃面霜","4"
"4215","废弃粉底液","4"
"4216","废弃口红","4"
"4217","废弃睫毛膏","4"
"4218","美甲胶","4"
"4219","甲片胶水","4"
"4220","空气清新剂罐","4"
"4221","漂白剂","4"
"4222","消毒剂","4"
"4223","84消毒液","4"
"4224","洁厕灵","4"
"4225","通渠粉","4"
"4226","管道疏通剂","4"
"4227","除垢剂","4"
"4228","去污粉","4"
"4229","皮鞋油","4"
"4230","皮鞋护理剂","4"
"4231","皮革光亮剂","4"
"4232","干洗剂","4"
"4250","水银体温计","4"
"4251","水银血压计","4"
"4252","水银温度计","4"
"4253","破碎的体温计","4"
"4254","汞齐齿科材料","4"
"4255","含汞开关","4"
"4256","含汞继电器","4"
"4257","气压计","4"
"4270","废机油","4"
"4271","废机油桶","4"
"4272","机油滤芯","4"
"4273","刹车油","4"
"4274","防冻液","4"
"4275","防冻液桶","4"
"4276","变速箱油","4"
"4277","方向机油","4"
"4278","汽车玻璃水(含化学)","4"
"4279","化油器清洗剂","4"
"4280","燃油添加剂","4"
"4281","发动机清洗剂","4"
"4282","车用密封胶","4"
"4283","车蜡","4"
"4284","补漆笔","4"
"4285","轮胎光亮剂","4"
"4286","沥青去除剂","4"
"4287","雨刷精","4"
"4288","蓄电池电解液","4"
"4289","柴油滤清器","4"
"4300","废胶卷","4"
"4301","废相纸","4"
"4302","显影液","4"
"4303","定影液","4"
"4304","照片冲洗液","4"
"4305","胶片底片","4"
"4306","打印机墨盒","4"
"4307","打印机硒鼓","4"
"4308","墨粉盒","4"
"4309","碳粉","4"
"4310","色带","4"
"4311","喷墨墨水","4"
"4320","干燥剂(硅胶除外)","4"
"4321","生石灰干燥剂","2"
"4322","氯化钙干燥剂","4"
"4323","矿物机油","4"
"4324","润滑油","4"
"4325","齿轮油","4"
"4326","除锈剂","4"
"4327","防锈剂","4"
"4328","除胶剂","4"
"4329","丙酮","4"
"4330","乙醚","4"
"4331","煤油","4"
"4332","打火机油","4"
"4333","丁烷气罐","4"
"4334","便携炉气罐","4"
"4335","发泡剂罐","4"
"4336","化学试剂","4"
"4337","化学实验废液","4"
"4338","实验室玻璃器皿","4"
"4339","石棉废物","4"
"4340","PCB电路板清洗剂","4"
"4341","洗板水","4"
"4342","助焊剂","4"
"4343","焊锡渣","4"
"4344","导热硅脂","4"
"4345","散热膏","4"
"4400","过期止泻药","4"
"4401","过期晕车药","4"
"4402","过期安眠药","4"
"4403","过期避孕套(含杀精剂)","4"
"4404","过期减肥药","4"
"4405","过期抗过敏药","4"
"4406","过期心脏病药","4"
"4407","过期高血压药","4"
"4408","过期抗癌药物","4"
"4409","过期艾滋病阻断药","4"
"4410","使用过的胰岛素针","4"
"4411","采血针","4"
"4412","化学污染的血糖试纸","4"
"4413","废弃牙科汞齐","4"
"4414","过期宠物驱虫药","4"
"4415","过期宠物滴耳液","4"
"4416","过期红霉素眼膏","4"
"4417","过期金霉素软膏","4"
"4418","过期百多邦","4"
"4419","过期达克宁","4"
"4420","过期派瑞松","4"
"4421","烫伤膏","4"
"4422","痔疮膏","4"
"4423","碘伏瓶(含残留)","4"
"4424","双氧水瓶(含残留)","4"
"4425","高锰酸钾","4"
"4426","医用酒精瓶(含残留)","4"
"4427","龙胆紫溶液","4"
"4428","废弃X光片","4"
"4429","废弃CT胶片","4"
"4430","汽车补胎液","4"
"4431","发动机抗磨剂","4"
"4432","燃油宝","4"
"4433","节气门清洗剂","4"
"4434","喷油嘴清洗剂","4"
"4435","刹车片清洗剂","4"
"4437","虫胶去除剂","4"
"4438","轮毂清洗剂","4"
"4439","汽车防雾剂","4"
"4440","雨敌","4"
"4441","汽车漆面镀晶液","4"
"4442","电瓶水","4"
"4443","汽车原子灰","4"
"4444","废弃火花塞(含重金属)","4"
"4445","废弃汽车保险丝","4"
"4446","空调清洗剂(压力罐)","4"
"4447","链条油","4"
"4448","黄油枪油嘴","4"
"4449","废液压油","4"
"4450","环氧地坪漆","4"
"4451","聚氨酯漆","4"
"4452","硝基漆","4"
"4453","醇酸漆","4"
"4454","清漆","4"
"4455","木蜡油","4"
"4456","调色油","4"
"4457","环氧树脂胶","4"
"4458","结构胶","4"
"4459","云石胶","4"
"4460","发泡胶罐","4"
"4461","补鞋胶","4"
"4462","补胎胶","4"
"4463","美缝剂","4"
"4464","甲醛清除剂","4"
"4465","吸附甲醛的活性炭","4"
"4466","烧碱","4"
"4467","工业浓盐酸","4"
"4468","浓硫酸","4"
"4469","氨水","4"
"4470","除霉剂","4"
"4471","强力除油剂","4"
"4472","水垢清除剂","4"
"4473","不锈钢清洁剂","4"
"4474","烤箱清洁剂","4"
"4475","油烟机强力清洗剂","4"
"4476","废弃修正液","4"
"4477","涂改液","4"
"4478","记号笔(油性)","2"
"4479","白板笔(油性)","2"
"4480","打印机喷头清洗液","4"
"4481","光盘修复液","4"
"4482","磁头清洁剂","4"
"4483","紫外线固化胶","4"
"4484","无影胶","4"
"4485","厌氧胶","4"
"4486","螺纹锁固剂","4"
"4487","含铅焊锡丝","4"
"4488","电烙铁头(含铅)","4"
"4489","废弃鼠标垫","2"
"4490","含汞血压计","4"
"4491","含汞气压计","4"
"4492","含汞水平仪","4"
"4493","荧光棒(含液体)","4"
"4494","闪光灯管","4"
"4495","诱虫灯管","4"
"4496","美黑灯管","4"
"4497","植物生长灯(含汞)","4"
"4498","老式电视显像管","4"
"4499","破碎的液晶屏幕","4"
"4500","废旧路由器电池","4"
"5001","污损卫生纸","2"
"5002","使用过的餐巾纸","2"
"5003","使用过的湿纸巾","2"
"5004","脏污的面巾纸","2"
"5005","婴儿尿布","2"
"5006","废弃纸尿裤","2"
"5007","成人尿不湿","2"
"5008","卫生巾","2"
"5009","护垫","2"
"5010","卫生棉条","2"
"5011","使用过的棉签","2"
"5013","化妆棉","2"
"5014","洁面巾","2"
"5015","使用过的牙线","2"
"5016","牙线棒","2"
"5018","旧口罩","2"
"5019","一次性口罩","2"
"5020","医用口罩","2"
"5021","防尘口罩","2"
"5022","隐形眼镜","2"
"5023","美瞳","2"
"5025","双眼皮贴","2"
"5026","吸油面纸","2"
"5027","痘痘贴","2"
"5028","足贴","2"
"5029","暖宝宝贴","2"
"5030","退热贴","2"
"5031","鼻贴","2"
"5032","洗脸海绵","2"
"5033","粉扑","2"
"5034","美妆蛋","2"
"5035","剃须刀片(一次性)","2"
"5036","旧牙刷","2"
"5037","电动牙刷刷头","2"
"5038","浴球","2"
"5039","搓澡巾","2"
"5050","污损的塑料袋","2"
"5051","沾油的保鲜膜","2"
"5052","使用过的保鲜袋","2"
"5053","脏的一次性餐盒","2"
"5054","用过的一次性杯子","2"
"5055","珍珠奶茶杯(脏)","2"
"5056","酸奶杯(未冲洗)","2"
"5059","木筷","2"
"5062","烧烤签","2"
"5063","关东煮签子","2"
"5064","吸管","2"
"5065","咖啡搅拌棒","2"
"5066","冰淇淋木勺","2"
"5067","脏的蛋糕纸盘","2"
"5068","用过的烘焙纸","2"
"5069","用过的锡纸","2"
"5070","铝箔餐盒(脏)","2"
"5071","食品干燥剂","2"
"5073","硅胶干燥剂","2"
"5074","脱氧剂","2"
"5075","食品防腐剂","2"
"5076","冰袋","2"
"5077","生物冰袋","2"
"5078","口香糖(嚼过的)","2"
"5079","泡泡糖残渣","2"
"5080","槟榔渣","2"
"5084","雪茄头","2"
"5085","电子烟弹(空)","2"
"5086","红酒塞(软木)","2"
"5100","猪大骨","2"
"5101","牛大骨","2"
"5102","羊大骨","2"
"5104","棒骨","2"
"5105","扇骨","2"
"5106","蹄膀骨","2"
"5108","榴莲核","2"
"5109","椰子壳","2"
"5110","菠萝蜜壳","2"
"5112","硬核桃壳","2"
"5113","碧根果壳","2"
"5114","夏威夷果壳","2"
"5115","澳洲坚果壳","2"
"5116","巴旦木壳","2"
"5117","松子壳","2"
"5118","开心果壳","2"
"5120","杏核","2"
"5121","李子核","2"
"5122","桃核","2"
"5123","橄榄核","2"
"5124","话梅核","2"
"5125","樱桃核","2"
"5126","枣核","2"
"5127","枇杷核","3"
"5128","生蚝壳","2"
"5130","扇贝壳","2"
"5131","蛤蜊壳","2"
"5132","蛏子壳","2"
"5133","贻贝壳","2"
"5134","淡菜壳","2"
"5135","海螺壳","2"
"5138","螺蛳壳","2"
"5139","田螺壳","2"
"5140","蟹壳(特硬)","2"
"5141","龙虾壳(特硬)","2"
"5142","帝王蟹壳","2"
"5145","玉米皮","2"
"5147","甘蔗渣","2"
"5148","笋壳","2"
"5160","收银小票","2"
"5161","热敏纸","2"
"5162","电影票","2"
"5163","彩票","2"
"5164","复写纸","2"
"5165","硫酸纸","2"
"5166","照片","2"
"5167","胶卷","2"
"5168","底片","2"
"5170","不干胶贴","2"
"5172","N次贴","2"
"5173","标签纸","2"
"5177","封箱带","2"
"5178","绝缘胶布","2"
"5179","泡沫胶","2"
"5180","修正带","2"
"5181","涂改液干块","2"
"5182","橡皮擦","2"
"5183","橡皮屑","2"
"5185","旧印章","2"
"5186","水彩笔(干)","2"
"5187","记号笔(干)","2"
"5188","圆珠笔芯","2"
"5189","中性笔芯","2"
"5190","铅笔头","2"
"5191","蜡笔","2"
"5193","粉笔头","2"
"5194","油画棒","2"
"5195","颜料管(空)","2"
"5196","调色盘(脏)","2"
"5197","画笔(脏)","2"
"5198","塑封膜","2"
"5199","防伪标签","2"
"5210","灰尘","2"
"5211","扫地灰","2"
"5212","吸尘器尘袋","2"
"5214","动物毛发","2"
"5215","猫毛","2"
"5216","狗毛","2"
"5217","猫砂(膨润土)","2"
"5218","猫屎(包裹)","2"
"5219","狗屎(包裹)","2"
"5220","宠物尿垫","2"
"5221","仓鼠垫料","2"
"5222","木屑","2"
"5223","烟头渣","2"
"5224","蚊香灰","2"
"5225","香灰","2"
"5226","蜡烛油","2"
"5227","破损垃圾袋","2"
"5228","污损塑料盆","2"
"5229","破花盆","2"
"5230","陶瓷花盆","2"
"5231","紫砂壶碎片","2"
"5232","泥土","2"
"5233","培植土","2"
"5234","营养土","2"
"5235","鹅卵石","2"
"5236","枯枝","2"
"5237","落叶(少量)","2"
"5238","修剪的树枝","2"
"5239","假花","2"
"5240","人造植物","2"
"5241","塑料花","2"
"5242","干花","3"
"5243","永生花","2"
"5244","圣诞树装饰","2"
"5260","破碎的碗","2"
"5261","碎瓷片","2"
"5262","破盘子","2"
"5263","破陶瓷杯","2"
"5264","破瓦片","2"
"5265","砖块","2"
"5266","瓷砖","2"
"5267","水泥块","2"
"5268","石膏碎片","2"
"5269","陶土","2"
"5270","破碎的镜子","2"
"5271","镜子碎片","2"
"5272","钢化玻璃碎","2"
"5273","车窗玻璃碎","2"
"5275","墨镜","2"
"5276","太阳镜","2"
"5278","老花镜","2"
"5279","旧雨伞","2"
"5280","遮阳伞","2"
"5282","一次性雨衣","2"
"5283","雨披","2"
"5284","鞋套","2"
"5285","安全帽","1"
"5300","旧内衣","2"
"5301","旧内裤","2"
"5302","破袜子","2"
"5304","脏抹布","2"
"5305","洗碗布","2"
"5306","百洁布","2"
"5308","清洁海绵","2"
"5309","魔术擦","2"
"5310","旧毛巾(脏)","2"
"5311","地垫","2"
"5312","脚垫","2"
"5313","地毯","2"
"5314","拖把头","2"
"5315","旧拖鞋(塑料/胶)","2"
"5316","橡胶手套","2"
"5317","一次性手套(乳胶)","2"
"5318","指套","2"
"5321","皮筋","2"
"5322","头绳","2"
"5323","发卡","2"
"5324","发箍","2"
"5325","洗澡鸭(橡胶)","2"
"5340","打火机(一次性已用尽)","2"
"5341","钥匙扣","2"
"5342","手机壳(硅胶/混合)","2"
"5343","数据线保护套","2"
"5344","防撞角","2"
"5345","桌脚垫","2"
"5346","快递袋","2"
"5347","气泡膜","2"
"5348","泡沫填充物(碎)","2"
"5349","网购冰袋","2"
"5350","吸管包装纸","2"
"5351","酸奶吸管","2"
"5352","方便面叉子","2"
"5353","八宝粥勺子","2"
"5354","果冻勺","2"
"5355","糖纸","2"
"5356","糖果包装","2"
"5357","零食包装袋(脏)","2"
"5358","薯片袋","2"
"5359","饼干袋","2"
"5360","真空包装袋","1"
"5361","干燥花瓣","2"
"5363","薰衣草袋","2"
"5364","旧钱包(人造革)","2"
"5365","旧皮带(人造革)","2"
"5366","行李牌","2"
"5367","胸牌","2"
"5368","挂绳","2"
"5369","奖牌","2"
"5370","奖杯(树脂)","2"
"6001","旧报纸","1"
"6002","旧杂志","1"
"6003","旧书","1"
"6005","信封","1"
"6006","档案袋","1"
"6007","硬纸板","1"
"6008","快递纸箱","1"
"6009","鞋盒","1"
"6010","牛奶盒(利乐包)","1"
"6011","饮料纸盒","1"
"6012","打印纸","1"
"6013","复印纸","1"
"6014","传真纸(非热敏)","1"
"6015","牛皮纸","1"
"6017","挂历","1"
"6018","台历","1"
"6020","记事本","1"
"6021","素描纸","1"
"6022","水彩纸","1"
"6024","教科书","1"
"6025","辅导书","1"
"6026","词典","1"
"6027","地图","1"
"6028","海报","1"
"6029","纸质手提袋","1"
"6030","药盒(空)","1"
"6031","牙膏盒","1"
"6032","化妆品盒(纸质)","1"
"6033","茶盒","1"
"6034","酒盒(纸质)","1"
"6035","月饼盒(纸质)","1"
"6036","礼品盒","1"
"6037","便签纸","1"
"6038","画册","1"
"6039","相册","1"
"6040","明信片","1"
"6041","卡片","1"
"6042","纸质文件夹","1"
"6043","卷纸芯","1"
"6044","保鲜膜纸芯","1"
"6045","清洁净纸盒","1"
"6046","麦片盒","1"
"6047","饼干盒(纸质)","1"
"6048","披萨盒(干净)","1"
"6049","蛋糕盒(纸质)","1"
"6050","鸡蛋托(纸质)","1"
"6051","纸杯(干净)","1"
"6052","纸质餐具(干净)","1"
"6053","办公废纸","1"
"6054","碎纸机纸屑","1"
"6055","说明书","1"
"6056","保修卡","1"
"6057","合格证","1"
"6058","吊牌","1"
"6059","书皮(纸质)","1"
"6060","练习本","1"
"6061","作业本","1"
"6062","试卷","1"
"6063","绘本","1"
"6064","连环画","1"
"6066","字典","1"
"6067","各色卡纸","1"
"6068","瓦楞纸","1"
"6069","蜂窝纸","1"
"6070","纸浆模塑","1"
"6071","纸筒","1"
"6072","纸管","1"
"6073","纸板箱","1"
"6074","电器包装盒","1"
"6075","手机包装盒","1"
"6076","玩具包装盒","1"
"6077","水果包装箱","1"
"6078","宣传画册","1"
"6079","公司样本","1"
"6080","产品目录","1"
"6102","纯净水瓶","1"
"6104","雪碧瓶","1"
"6105","芬达瓶","1"
"6106","果汁瓶","1"
"6107","茶饮料瓶","1"
"6108","功能饮料瓶","1"
"6109","酸奶瓶(洗净)","1"
"6110","牛奶瓶(塑料)","1"
"6111","食用油桶","1"
"6112","酱油壶","1"
"6113","醋壶","1"
"6114","料酒壶","1"
"6115","洗发水瓶","1"
"6120","柔顺剂瓶","1"
"6121","消毒液瓶(空)","1"
"6122","洁厕灵瓶(空)","1"
"6123","化妆水瓶(塑料)","1"
"6124","乳液瓶(塑料)","1"
"6125","面霜罐(塑料)","1"
"6126","塑料脸盆","1"
"6127","塑料水桶","1"
"6128","塑料垃圾桶","1"
"6130","塑料整理箱","1"
"6131","塑料抽屉","1"
"6132","塑料凳子","1"
"6133","塑料椅子","1"
"6134","塑料桌子","1"
"6136","塑料夹子","1"
"6137","塑料挂钩","1"
"6138","塑料皂盒","1"
"6139","塑料牙刷杯","1"
"6140","塑料菜板","1"
"6141","塑料沥水篮","1"
"6142","塑料菜篮子","1"
"6143","塑料水果盘","1"
"6144","塑料托盘","1"
"6145","塑料保鲜盒","1"
"6146","乐扣盒","1"
"6147","特百惠杯","1"
"6148","太空杯","1"
"6149","运动水壶","1"
"6150","摇摇杯","1"
"6151","塑料积木","1"
"6152","乐高玩具","1"
"6153","塑料模型","1"
"6154","塑料玩偶","1"
"6155","塑料汽车","1"
"6156","塑料海洋球","1"
"6157","泡沫塑料(白色)","1"
"6159","水果网套","2"
"6160","气泡膜(干净)","1"
"6161","塑料包装袋(干净)","1"
"6162","密实袋(干净)","1"
"6163","自封袋(干净)","1"
"6164","购物袋(干净)","1"
"6165","文件袋(塑料)","1"
"6166","文件夹(塑料)","1"
"6167","档案盒(塑料)","1"
"6168","光盘盒","1"
"6169","录像带盒","1"
"6170","磁带盒","1"
"6171","亚克力板","1"
"6172","有机玻璃","1"
"6173","PVC管","1"
"6174","PPR管","1"
"6175","塑料波纹管","1"
"6176","塑料线槽","1"
"6177","安全帽(塑料)","1"
"6178","塑料花盆","1"
"6179","塑料底托","1"
"6180","塑料洒水壶","1"
"6181","塑料铲子","1"
"6182","塑料扇子","1"
"6183","塑料尺子","1"
"6184","三角板","1"
"6185","量角器","1"
"6186","笔筒(塑料)","1"
"6187","笔盒(塑料)","1"
"6188","鼠标垫(塑料面)","1"
"6189","键盘膜","1"
"6190","手机壳(硬塑)","1"
"6201","可乐罐","1"
"6202","啤酒罐","1"
"6203","雪碧罐","1"
"6204","红牛罐","1"
"6205","八宝粥罐","1"
"6206","水果罐头盒","1"
"6207","午餐肉罐头盒","1"
"6208","金枪鱼罐头盒","1"
"6209","奶粉罐","1"
"6210","茶叶罐","1"
"6211","饼干铁盒","1"
"6212","糖果铁盒","1"
"6213","巧克力铁盒","1"
"6214","月饼铁盒","1"
"6215","保健品铁盒","1"
"6216","首饰盒(金属)","1"
"6217","文具盒(金属)","1"
"6221","煎锅","1"
"6222","奶锅","1"
"6223","高压锅","1"
"6224","蒸锅","1"
"6225","汤锅","1"
"6226","不锈钢盆","1"
"6227","不锈钢碗","1"
"6228","不锈钢盘","1"
"6229","不锈钢杯","1"
"6232","运动水壶(金属)","1"
"6233","金属筷子","1"
"6234","金属勺子","1"
"6235","金属叉子","1"
"6241","刮皮刀","1"
"6242","开瓶器","1"
"6243","锅铲","1"
"6244","汤勺","2"
"6245","漏勺","1"
"6246","打蛋器","1"
"6247","烧烤架","1"
"6250","窗帘杆","1"
"6253","锁具","1"
"6254","门把手","1"
"6255","合页","1"
"6256","插销","1"
"6258","螺母","1"
"6259","螺栓","1"
"6260","垫片","1"
"6261","铁钉","1"
"6262","图钉","1"
"6264","大头针","1"
"6265","订书钉","1"
"6266","长尾夹","1"
"6268","铜丝","1"
"6269","铝线","1"
"6270","电线(去皮)","1"
"6271","电缆","1"
"6272","水龙头","1"
"6273","花洒头","1"
"6274","下水管(金属)","1"
"6275","三角阀","1"
"6276","金属软管","1"
"6277","暖气片","1"
"6278","金属工具箱","1"
"6280","钳子","1"
"6281","扳手","1"
"6283","锯条","1"
"6286","金属花架","1"
"6287","金属置物架","1"
"6288","自行车架","1"
"6289","滑板车(金属部分)","1"
"6290","轮毂","1"
"6291","废铁","1"
"6292","废铜","1"
"6293","废铝","1"
"6294","废钢","1"
"6295","不锈钢废料","1"
"6296","锌合金","1"
"6297","铝合金窗框","1"
"6298","防盗网切段","1"
"6299","金属奖杯","1"
"6300","金属奖牌","1"
"6304","白酒瓶","1"
"6305","黄酒瓶","1"
"6306","洋酒瓶","1"
"6307","香槟瓶","1"
"6309","醋瓶","1"
"6310","麻油瓶","1"
"6311","橄榄油瓶","1"
"6312","果酱瓶","1"
"6313","酱菜瓶","1"
"6314","蜂蜜瓶","1"
"6315","辣椒酱瓶","1"
"6316","咖啡罐(玻璃)","1"
"6317","燕窝瓶","1"
"6318","保健品瓶(玻璃)","1"
"6319","药瓶(玻璃空瓶)","1"
"6320","输液瓶(玻璃)","1"
"6321","化妆品瓶(玻璃)","1"
"6322","香水瓶(玻璃)","1"
"6323","精油瓶","1"
"6324","指甲油瓶(洗净)","1"
"6326","高脚杯","1"
"6328","白酒杯","1"
"6329","威士忌杯","1"
"6330","啤酒杯","1"
"6331","马克杯(玻璃)","1"
"6332","茶杯(玻璃)","1"
"6333","玻璃碗","1"
"6334","玻璃盘","1"
"6335","玻璃碟","1"
"6336","玻璃锅盖","1"
"6337","玻璃饭盒","1"
"6338","保鲜盒(玻璃)","1"
"6339","玻璃水壶","1"
"6340","冷水壶","1"
"6341","玻璃茶壶","1"
"6343","窗户玻璃","1"
"6344","玻璃台面","1"
"6345","玻璃茶几面","1"
"6346","玻璃隔断","1"
"6347","玻璃门","1"
"6348","镜子(无边框)","1"
"6349","穿衣镜","1"
"6350","化妆镜","1"
"6352","鱼缸","1"
"6353","玻璃工艺品","1"
"6354","玻璃摆件","1"
"6355","玻璃烛台","1"
"6356","玻璃烟灰缸","1"
"6357","玻璃灯罩","1"
"6358","放大镜片","1"
"6359","望远镜片","1"
"6360","显微镜片","1"
"6380","旧衣服","1"
"6382","衬衫","1"
"6383","Polo衫","1"
"6384","卫衣","1"
"6386","针织衫","1"
"6387","外套","1"
"6388","夹克","1"
"6389","西装","1"
"6392","羽绒服","1"
"6394","马甲","1"
"6395","背心","1"
"6396","皮衣","1"
"6399","休闲裤","1"
"6400","西裤","1"
"6401","运动裤","1"
"6402","短裤","2"
"6404","连衣裙","1"
"6405","半身裙","1"
"6406","校服","1"
"6407","工作服","1"
"6408","睡衣","1"
"6409","浴袍","1"
"6410","家居服","1"
"6411","秋衣","1"
"6413","保暖内衣","1"
"6415","丝巾","1"
"6416","披肩","1"
"6417","手套(棉毛)","1"
"6419","棒球帽","1"
"6420","针织帽","1"
"6424","床笠","1"
"6425","床罩","1"
"6428","羽绒被","1"
"6430","毛毯","1"
"6431","绒毯","1"
"6432","枕头(干净)","1"
"6433","抱枕","1"
"6434","靠垫","1"
"6435","坐垫","1"
"6436","窗帘","1"
"6437","纱窗帘","1"
"6438","台布","1"
"6439","桌布","1"
"6440","毛巾","2"
"6441","浴巾","1"
"6442","干发帽","1"
"6443","手帕","1"
"6445","皮鞋","1"
"6446","运动鞋","1"
"6448","休闲鞋","1"
"6451","靴子","1"
"6452","童鞋","1"
"6455","背包","1"
"6456","手提包","1"
"6457","单肩包","1"
"6458","钱包","1"
"6459","卡包","1"
"6460","电脑包","1"
"6461","公文包","1"
"6462","行李箱","1"
"6463","拉杆箱","1"
"6465","无纺布袋","1"
"6466","环保袋","1"
"6481","台式机主机","1"
"6488","音箱","1"
"6489","麦克风","1"
"6490","摄像头","1"
"6491","路由器","1"
"6492","调制解调器","1"
"6493","交换机","1"
"6494","机顶盒","1"
"6497","复印机","1"
"6501","电话机","1"
"6502","对讲机","1"
"6505","电源线","1"
"6509","移动硬盘","1"
"6510","读卡器","1"
"6513","数码相框","1"
"6514","收音机","1"
"6515","录音笔","1"
"6516","MP3播放器","1"
"6517","游戏机","1"
"6518","游戏手柄","1"
"6519","电子手表","1"
"6520","电子钟","1"
"6521","计算器","1"
"6525","转换插头","1"
"6526","电视机","1"
"6530","干衣机","1"
"6531","空调挂机","1"
"6532","空调柜机","1"
"6534","换气扇","1"
"6535","空气净化器","1"
"6536","加湿器","1"
"6537","除湿机","1"
"6539","扫地机器人","1"
"6540","电熨斗","1"
"6541","挂烫机","1"
"6542","电吹风","1"
"6544","剃须刀(电动)","1"
"6545","理发器","1"
"6546","美容仪","1"
"6547","洁面仪","1"
"6548","电动牙刷主机","1"
"6549","按摩仪","1"
"6550","足浴盆","1"
"6552","电压力锅","1"
"6556","空气炸锅","1"
"6557","面包机","1"
"6560","破壁机","1"
"6562","电水壶","1"
"6563","养生壶","1"
"6565","净水器","1"
"6566","酸奶机","1"
"6567","煮蛋器","1"
"6568","电饼铛","1"
"6569","料理机","1"
"6570","打蛋器(电动)","1"
"6572","消毒柜","1"
"6573","洗碗机","1"
"6574","油烟机","1"
"6575","燃气灶","1"
"6578","取暖器","1"
"6579","电热毯","1"
"7002","山核桃壳","2"
"7009","杏仁壳","2"
"7010","白果壳","2"
"7011","板栗壳","3"
"7017","龙眼核","2"
"7018","荔枝核","3"
"7019","芒果核","2"
"7020","牛油果核","2"
"7028","杨梅核","2"
"7030","山楂核","2"
"7031","海红果核","2"
"7033","槟榔壳","2"
"7036","玉米棒","2"
"7037","玉米芯","2"
"7040","竹筒","2"
"7041","竹壳","2"
"7051","猪腿骨","2"
"7052","猪筒骨","2"
"7053","猪扇骨","2"
"7054","猪脊骨","2"
"7055","猪蹄骨","2"
"7057","牛腿骨","2"
"7058","牛排骨(大)","2"
"7059","牛尾骨","2"
"7060","羊骨头","2"
"7061","羊蝎子骨","2"
"7062","羊腿骨","2"
"7063","鸡腿骨(硬)","2"
"7064","鸭腿骨(硬)","2"
"7065","鹅腿骨","2"
"7072","花蛤壳","2"
"7076","海虹壳","2"
"7077","毛蚶壳","2"
"7078","血蚶壳","2"
"7079","鸟蛤壳","2"
"7080","北极贝壳","2"
"7081","象拔蚌壳","2"
"7084","蜗牛壳","2"
"7087","面包蟹壳","2"
"7088","梭子蟹壳","2"
"7089","大闸蟹壳","3"
"7090","青蟹壳","2"
"7091","小龙虾壳","3"
"7092","波士顿龙虾壳","2"
